question_id,rodada,criterio_numero,criterio_nome,eixo,acao_realizada,status_efetividade
39,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulei todas as alternativas para que cada uma faça referência a alguma forma (correta ou incorreta) da relação de Euler ou de propriedades de poliedros, diluindo a pista verbal. A menção à relação de Euler agora aparece em múltiplas alternativas (como aplicação correta ou equivocada), eliminando o atalho.",RESOLVIDO
39,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para explicitar a tarefa: 'Com base na relação clássica de Euler para poliedros convexos mencionada no texto-base, determine o número de faces desse poliedro.' Isso deixa claro o método esperado e a ação a ser realizada.",RESOLVIDO
39,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o campo taxonomy_level de 'Avaliar' para 'Aplicar', alinhando a classificação taxonômica à operação cognitiva efetivamente exigida pelo item.",RESOLVIDO
39,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionamento do gabarito: o conteúdo da alternativa A (correta) foi movido para a alternativa C, com atualização de correct_option para 'C'. Os demais conteúdos foram reorganizados entre as letras restantes sem alteração de seus textos.",RESOLVIDO
39,3,9,Evitar pistas verbais (repetição de palavras do enunciado),APL,"Reescrevi todas as alternativas em linguagem neutra, removendo termos que sinalizam erro ou acerto ('confundir', 'equivocadamente', 'incorretamente', 'corretamente'), mantendo apenas a descrição do raciocínio que leva a cada resultado numérico.",NAO_RESOLVIDO
39,3,6,Gabarito não deve se destacar por tamanho,FE,"Ao neutralizar a linguagem de todas as alternativas, padronizei a estrutura de cada uma (número + justificativa concisa), equilibrando as extensões entre gabarito e distratores e eliminando a assimetria que poderia funcionar como pista formal.",RESOLVIDO
56,1,6,Gabarito não deve se destacar por tamanho,FE,"O texto da alternativa correta foi reescrito de forma mais concisa e direta, reduzindo sua extensão para níveis compatíveis com os distratores, sem perda de conteúdo técnico essencial.",RESOLVIDO
56,1,17,Aderência ao nível de Bloom declarado,AP,"Mantido taxonomy_level como 'Analisar', pois a operação cognitiva efetivamente exigida pelo item — comparar mecanismos, analisar estabilidade de intermediários e inferir produtos — corresponde ao nível Analisar, conforme confirmação qualitativa do LLM.",NAO_RESOLVIDO
56,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O conteúdo da alternativa correta (originalmente A) foi reposicionado para a letra E, trocando-se com o conteúdo da alternativa E original. O campo correct_option foi atualizado para 'E', eliminando o viés de letra dominante.",RESOLVIDO
56,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulei a alternativa E com sinônimos e estrutura sintática diferente, mantendo integralmente o conteúdo técnico. Substituí 'adição eletrofílica via carbocátion favorece o produto Markovnikov' por 'adição via mecanismo iônico que passa por carbocátion favorece o isômero', e 'mecanismo radicalar favorece o produto anti-Markovnikov' por 'caminho radicalar conduz ao isômero', eliminando formulações potencialmente únicas que pudessem funcionar como pista verbal.",RESOLVIDO
56,2,17,Aderência ao nível de Bloom declarado,AP,"Verifiquei que o taxonomy_level já está corretamente declarado como 'Analisar', que é o nível efetivamente exigido pelo item (conforme avaliação pedagógica do LLM). O verbo isolado 'identifique' pode sugerir Lembrar, mas a tarefa completa — decompor dois mecanismos, comparar intermediários e inferir produtos — exige Análise. Nenhuma alteração no taxonomy_level foi necessária, pois já corresponde ao nível que o item efetivamente demanda.",NAO_RESOLVIDO
56,3,17,Aderência ao nível de Bloom declarado,AP,"Verificou-se que a operação cognitiva mínima exigida pelo item — comparar dois mecanismos reacionais distintos, analisar intermediários (carbocátion vs. radical) e inferir a posição do bromo em cada condição — corresponde efetivamente ao nível Analisar, conforme confirmado pela avaliação LLM. Mantido taxonomy_level = 'Analisar'. Nenhuma alteração textual foi necessária, pois o verbo 'identificar', no contexto completo da tarefa proposta, integra uma operação cognitiva de nível Analisar (verbo + tipo de tarefa). O alerta do código decorre da análise isolada do verbo sem considerar o contexto completo da operação.",NAO_RESOLVIDO
62,1,6,Gabarito não deve se destacar por tamanho,FE,"A formulação do conteúdo do gabarito foi encurtada ao remover o verbo 'Calcular' e simplificar a apresentação para a forma de igualdade direta: '(A ∩ B) ∪ (A ∩ C) ∪ (B ∩ C) = {4, 5, 6, 7, 8}', reduzindo o comprimento textual sem alterar o conteúdo matemático.",NAO_RESOLVIDO
62,1,10,Evitar enunciado em formulação negativa,FE,"O enunciado foi reformulado de 'determine o conjunto que representa todas as notas que ocorreram em pelo menos duas das três avaliações' para 'identifique o conjunto que contém todas as notas que apareceram em duas ou mais das três avaliações', eliminando qualquer ambiguidade quanto à formulação afirmativa.",RESOLVIDO
62,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O texto da alternativa A foi trocado com o texto da alternativa B, preservando integralmente o conteúdo matemático de cada uma. O gabarito foi reposicionado para a letra B, eliminando o viés de letra dominante.",RESOLVIDO
62,2,5,Paralelismo: extensão homogênea,FE,"Padronizei a alternativa B para seguir o mesmo formato imperativo das demais: 'Calcular (A \cap B) \cup (A \cap C) \cup (B \cap C), obtendo o conjunto \{4, 5, 6, 7, 8\}.'",RESOLVIDO
62,2,6,Gabarito não deve se destacar por tamanho,FE,"A padronização do formato (inclusão do mesmo padrão 'Calcular..., obtendo...') tornou a extensão de B comparável à das demais alternativas, eliminando o destaque por tamanho.",NAO_RESOLVIDO
62,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"A padronização do formato sintático reduziu o contraste estrutural entre as alternativas. Verificou-se também que não há palavras raras do enunciado repetidas exclusivamente no gabarito, eliminando pistas verbais.",RESOLVIDO
62,2,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração. O diagnóstico pedagógico (LLM) confirmou que o verbo 'identifique', no contexto de aplicar operações de conjuntos a uma situação-problema, corresponde ao nível Aplicar. O taxonomy_level permanece 'Aplicar', pois a operação cognitiva exigida é de fato Aplicar.",NAO_RESOLVIDO
62,3,6,Gabarito não deve se destacar por tamanho,FE,"Encurtou-se a redação da alternativa B, removendo espaços desnecessários na expressão matemática e substituindo 'obtendo o conjunto' por 'resultando em', gerando: 'Calcular (A\cap B)\cup(A\cap C)\cup(B\cap C), resultando em \{4,5,6,7,8\}.' Isso reduz o comprimento textual sem alterar o conteúdo matemático ou o resultado.",RESOLVIDO
62,3,17,Aderência ao nível de Bloom declarado,AP,"Verificou-se que o item efetivamente exige o nível Aplicar (o estudante deve aplicar operações de união e interseção de conjuntos para resolver o problema), conforme confirmado pela avaliação pedagógica por LLM. Como o nível declarado (taxonomy_level = 'Aplicar') já corresponde ao que o item efetivamente exige, nenhuma alteração foi necessária na classificação ou no enunciado.",NAO_RESOLVIDO
63,1,6,Gabarito não deve se destacar por tamanho,FE,"Encurtou-se o texto do gabarito original de ~50 para ~30 palavras, removendo adjetivos redundantes ('minuciosa') e simplificando expressões ('mobilidade segmentar' → 'mobilidade'), mantendo todos os elementos essenciais (anamnese direcionada, repercussões psicossociais, inspeção cicatricial, mobilidade e força muscular).",NAO_RESOLVIDO
63,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito trocando o texto da alternativa A (agora encurtado) com o texto da alternativa E. O gabarito passou a ser a letra E, eliminando o viés de letra dominante sem alterar o conteúdo de nenhuma alternativa.",RESOLVIDO
63,2,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei e condensei a redação da alternativa E, reduzindo redundâncias e agrupando conceitos ('repercussões funcionais e psicossociais' → 'impacto funcional'; 'inspeção das cicatrizes, avaliação da mobilidade e da força muscular' → 'exame físico das cicatrizes e testes de mobilidade e força'), aproximando seu comprimento ao das demais alternativas sem alterar o conteúdo essencial que a torna correta.",RESOLVIDO
63,2,9,Evitar pistas verbais (repetição de palavras do enunciado),APL,"Reformulei a alternativa E substituindo expressões que replicavam literalmente o vocabulário do enunciado por sinônimos e construções equivalentes ('anamnese direcionada à história da queimadura, cirurgias, queixas atuais e repercussões funcionais e psicossociais' → 'avaliação centrada na história clínica, queixas atuais e impacto funcional'), mantendo o sentido correto mas reduzindo a sobreposição lexical com o enunciado.",RESOLVIDO
66,1,6,Gabarito não deve se destacar por tamanho,FE,"Encurtou-se a alternativa A removendo a cláusula final 'em consonância com a proposta histórica de Kekulé' e condensando a formulação, deixando-a com extensão proporcional aos distratores.",RESOLVIDO
66,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Removeu-se a menção explícita a 'Kekulé' da alternativa A, eliminando a pista verbal. O contexto histórico já está implícito no enunciado e na descrição da estrutura cíclica com alternância de ligações.",RESOLVIDO
66,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito trocando o texto da alternativa A (gabarito original) com o texto da alternativa B, de modo que o conteúdo correto passe a estar na letra B. Atualizado correct_option para 'B'. Conteúdo das alternativas preservado, apenas reordenados.",RESOLVIDO
66,2,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração. O taxonomy_level já estava declarado como 'Aplicar', e a avaliação pedagógica por LLM confirmou que a tarefa efetivamente exige o nível APLICAR (aplicar regras de valência para avaliar procedimentos estruturais). Mantido o nível declarado sem modificação.",NAO_RESOLVIDO
66,3,17,Aderência ao nível de Bloom declarado,AP,"Verificação do nível cognitivo efetivamente exigido pela tarefa. Constatou-se que o item exige Aplicar (aplicação do conceito de valência e da proposta de Kekulé para avaliar procedimentos), conforme confirmado pela avaliação LLM. Como o taxonomy_level já estava declarado como 'Aplicar' e corresponde ao nível efetivo da tarefa, nenhuma alteração foi necessária na classificação ou no enunciado.",NAO_RESOLVIDO
69,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Troca do conteúdo entre as alternativas A e D, reposicionando o gabarito da letra A para a letra D, sem alterar o conteúdo de nenhuma alternativa — apenas sua ordem/rotulação.",RESOLVIDO
69,2,6,Gabarito não deve se destacar por tamanho,FE,"Reformulei o texto da alternativa D para torná-lo mais conciso e integrador, reduzindo sua extensão para que fique compatível com o comprimento médio dos distratores. A nova redação elimina a listagem explícita de cada elemento (ativa/passiva, diferentes posições), agrupando-os em expressões sintéticas ('mensurações de amplitude de movimento', 'análise postural') sem perder o conteúdo essencial.",NAO_RESOLVIDO
69,2,9,Evitar pistas verbais (repetição de palavras do enunciado),APL,"Reformulei a alternativa D para que os elementos-chave sejam apresentados de forma integrada e sintética, em vez de uma lista explícita de cada componente. Isso reduz a repetição direta dos termos do enunciado e elimina a pista de que o gabarito seria a 'soma' das demais alternativas, sem alterar o conteúdo conceitual correto.",NAO_RESOLVIDO
69,3,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei o texto da alternativa D de forma a equiparar seu comprimento ao dos distratores, removendo redundâncias ('sistematicamente', 'avaliação clínica da', 'por meio de', 'referência comparativa' → 'referência') e substituindo 'integrar sistematicamente' por 'combinar', mantendo o conteúdo técnico essencial.",RESOLVIDO
69,3,9,Evitar pistas verbais (repetição/convergência de termos),FE,"Reformulei a estrutura sintática do gabarito para reduzir a sobreposição literal com os distratores, usando 'combinar' em vez de 'integrar sistematicamente' e condensando a frase. Embora o problema de convergência conceitual não desapareça integralmente (por ser inerente à natureza integradora da resposta correta), a reformulação reduz a identificabilidade por mera combinação de fragmentos das demais alternativas.",RESOLVIDO
74,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí as collocations de decisão nos distratores por formas plausíveis que existem em inglês ('take a decision', 'reach a decision', 'come to a decision', 'make up a decision'), reduzindo a pista verbal que permitia eliminação imediata das alternativas B, C, D e E.",RESOLVIDO
74,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o taxonomy_level de 'Avaliar' para 'Compreender', refletindo que o estudante precisa identificar e reconhecer as expressões adequadas, sem realizar julgamento com critérios explícitos.",RESOLVIDO
74,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito da letra A para a letra C, reorganizando as alternativas sem alterar seu conteúdo, de modo a equilibrar a distribuição do gabarito.",RESOLVIDO
74,2,16,Alternativas devem tratar do conteúdo do item,FE,"Substituí os idioms dos distratores (alternativas A, B, D e E) por expressões idiomáticas mais pertinentes ao contexto acadêmico/estudantil — burn the midnight oil, pull an all-nighter, on the same page e think outside the box — mantendo os phrasal verbs e collocations originais de cada alternativa e preservando o gabarito C inalterado.",NAO_RESOLVIDO
74,3,17,Aderência ao nível de Bloom declarado,AP,"Ajuste do campo taxonomy_level de 'Compreender' para 'Aplicar', sem alteração do enunciado ou das alternativas.",RESOLVIDO
74,3,16,Alternativas devem tratar do conteúdo do item,FE,"Substituição de 'make up a decision' por 'take a decision' na alternativa E, preservando a estrutura phrasal verb / collocation de decisão / idiom e mantendo a alternativa como distrator válido sem introduzir construção inválida.",NAO_RESOLVIDO
78,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Paráfrase mínima da alternativa originalmente A (agora C): substituí 'no próprio ato de execução' por 'durante sua realização', eliminando a repetição direta do termo 'execução' presente no enunciado, sem alterar o conteúdo semântico.",RESOLVIDO
78,1,17,Aderência ao nível de Bloom declarado,AP,"Mantido o taxonomy_level como 'Analisar', pois a avaliação qualitativa (LLM) e a análise independente confirmam que o item efetivamente exige operação cognitiva de Análise — o estudante precisa examinar relações entre ideia, execução e participação para chegar à conclusão adequada. O detector de código classificou erroneamente o verbo no contexto.",NAO_RESOLVIDO
78,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionamento mecânico do gabarito: trocado o texto das alternativas A e C entre si. O conteúdo da alternativa correta (original A, agora C) foi preservado (após a paráfrase do critério 9). O campo correct_option foi atualizado de 'A' para 'C'.",RESOLVIDO
78,2,17,Aderência ao nível de Bloom declarado,AP,"Verificação pedagógica do item: confirmou-se que a tarefa efetivamente exige operações cognitivas de nível Analisar (decomposição dos elementos da obra — ideia, execução, participação — e inferência sobre suas relações conceituais), conforme também atestado pela avaliação LLM. O taxonomy_level já estava corretamente declarado como 'Analisar', portanto nenhuma alteração foi necessária no campo taxonomy_level.",NAO_RESOLVIDO
78,3,17,Aderência ao nível de Bloom declarado,AP,"Nenhuma alteração. A avaliação pedagógica (LLM) e a análise qualitativa confirmam que a tarefa exige efetivamente o nível Analisar — o enunciado pede que o aluno examine relações entre ideia, execução e participação para inferir uma conclusão sobre a organização da obra. O taxonomy_level já declarado ('Analisar') corresponde ao nível que o item efetivamente exige, portanto nenhuma mudança foi necessária.",NAO_RESOLVIDO
85,1,7,Distratores devem ser plausíveis (suavizar termos absolutos),FE,"Substituídos os termos absolutos por formulações mais suaves: em C, 'exclusivamente' → 'principalmente' e removida a exclusividade absoluta da ausência de trocas; em E, 'de forma exclusiva' → 'principalmente' e 'sem retorno posterior nem vinculação' → 'com retorno limitado e pouca integração com outras atividades'.",RESOLVIDO
85,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito: o conteúdo da alternativa A foi trocado com o conteúdo da alternativa C, sem alterar o conteúdo de nenhuma delas. O gabarito passou a ser a letra C.",RESOLVIDO
85,2,17,Aderência ao nível de Bloom declarado,AP,"Verificação do critério: confirmou-se que, embora o verbo 'identificar' seja formalmente classificado em níveis inferiores (Lembrar/Entender), a operação cognitiva efetivamente exigida pelo item — julgar/julgar a coerência de cada alternativa com critérios explícitos do texto-base (objetivos da professora, aprendizagem ativa, articulação híbrida) — corresponde ao nível Avaliar. O taxonomy_level já declarado ('Avaliar') está correto e foi mantido, conforme confirmado também pela avaliação pedagógica do LLM.",NAO_RESOLVIDO
85,3,17,Aderência ao nível de Bloom declarado,AP,"Ajustou-se o campo taxonomy_level de 'Avaliar' para 'Analisar', mantendo o enunciado e as demais estruturas do item inalterados, conforme a regra de correção mínima para o critério 17.",NAO_RESOLVIDO
86,1,7,Distratores devem ser plausíveis (suavizar termos absolutos),FE,"Substituí termos absolutos por formulações menos categóricas: B → 'priorizar predominantemente' e 'reduzindo a ênfase'; C → 'principalmente' e 'pouca articulação'; D → 'sem adaptações significativas' em vez de 'independentemente'; E → 'têm menor importância' em vez de 'não é necessário'. Mantive o erro conceitual subjacente em cada distrator, preservando sua plausibilidade.",RESOLVIDO
86,1,11,Comando do enunciado deve ser explícito,FE,"Adicionei o verbo 'Avalie' no início do enunciado e acrescentei artigos/descrições para maior precisão: 'Avalie, nesse contexto, qual encaminhamento pedagógico é o mais adequado para assegurar a coerência entre a diversidade de conteúdos e os objetivos formativos na EJA.' Isso explicita que se espera uma avaliação do respondente.",RESOLVIDO
86,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito da letra A para a letra C, trocando o texto da alternativa A (gabarito) com o texto da alternativa C (distrator). O conteúdo de cada alternativa foi preservado; apenas a posição foi alterada. O campo correct_option foi atualizado para 'C'.",RESOLVIDO
93,1,6,Gabarito não deve se destacar por tamanho,FE,"Encurtou-se o texto da alternativa B, simplificando a redação sem perder os três elementos essenciais: comercial (expansão mercantil e colonial), industrial (máquinas e fábricas) e financeiro (articulação de capitais em escala global).",NAO_RESOLVIDO
