question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option,o_que_melhorar,n_melhorias,n_fe,n_ap,n_apl
66,Múltipla Escolha Simples,quimica organica,Aplicar,"Um estudante revisa a evolução das propostas estruturais para o benzeno no século XIX, quando a teoria da valência ainda estava sendo consolidada. Nessa época, em compostos orgânicos usuais, considerava-se que cada átomo de carbono realizava quatro ligações e que cada átomo de hidrogênio realizava uma ligação. Ao analisar a fórmula molecular C_6H_6, o estudante percebe que a relação entre carbonos e hidrogênios não se ajusta facilmente a uma cadeia aberta saturada e que diferentes arranjos em cadeia aberta levam a fórmulas empíricas incompatíveis com C_6H_6. Em seguida, ele entra em contato com a proposta de Kekulé, que introduz uma estrutura cíclica para explicar a proporção entre carbonos e hidrogênios, e busca um esquema de ligações entre carbonos e hidrogênios que esteja de acordo com o número de ligações atribuído a cada tipo de átomo naquele contexto histórico.","Com base na situação descrita e de acordo com a proposta histórica de Kekulé para o benzeno, identifique a alternativa que apresenta um procedimento coerente para o estudante ajustar a proposta estrutural de C_6H_6 às exigências de valência dos átomos envolvidos nesse modelo.",,,,,,,"Organizar os seis átomos de carbono em um ciclo, ligar cada carbono a um hidrogênio e alternar ligações simples e duplas entre os carbonos, de modo que cada carbono tenha quatro ligações e cada hidrogênio, uma, em consonância com a proposta histórica de Kekulé.","Organizar os seis átomos de carbono em um ciclo, ligar três deles a hidrogênios e estabelecer ligações simples entre os carbonos, mantendo alguns carbonos explicitamente com três ligações.","Dispor os seis átomos de carbono em cadeia aberta, ligar cada carbono a um hidrogênio e acrescentar ligacoes duplas entre carbonos até que todos os carbonos apresentem três ligações.","Formar um ciclo com os seis átomos de carbono, ligar cada carbono a dois hidrogênios e manter ligações simples entre os carbonos, garantindo que cada carbono apresente quatro ligações no esquema desenhado.","Montar uma cadeia aberta com seis átomos de carbono, ligar cada carbono a dois hidrogênios e introduzir uma única ligação dupla entre dois carbonos centrais para ajustar a fórmula C_6H_6.",A,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Aplicar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
69,Afirmação Incompleta,fisioterapia dermatofuncional,Analisar,"Um fisioterapeuta dermatofuncional inicia o acompanhamento ambulatorial de um paciente adulto com queimaduras térmicas em membros superiores e tronco, já em fase de reabilitação. O prontuário descreve enxertos em áreas extensas de tórax anterior e axilas, com cicatrizes espessas, pruriginosas e eritematosas, associadas à sensação de repuxamento ao elevar os ombros. Durante a avaliação inicial, o profissional busca diferenciar limitações funcionais relacionadas à retração cicatricial de outras causas musculoesqueléticas, como fraqueza por desuso ou encurtamentos musculares prévios. Para isso, realiza inspeção e palpação das cicatrizes e, em seguida, organiza um protocolo de mensurações seriadas, visando monitorar a evolução clínica, orientar ajustes no posicionamento, nas técnicas compressivas, na terapia manual e na cinesioterapia, e prevenir o desenvolvimento de deformidades permanentes.","Ao estruturar a avaliação física desse paciente queimado, de modo a diferenciar alterações funcionais decorrentes das cicatrizes de outras limitações musculoesqueléticas, o fisioterapeuta deve priorizar",,,,,,,"relacionar, em cada segmento acometido, os achados de inspeção e palpação da cicatriz com medidas de amplitude de movimento ativa e passiva, além de analisar a postura global em diferentes posições.","concentrar a análise na observação postural em ortostatismo, deixando a mensuração de amplitude de movimento para etapas posteriores do acompanhamento.","utilizar a amplitude de movimento ativa como principal referência comparativa com o lado contralateral não queimado, sem integrar dados da amplitude passiva na interpretação.","valorizar predominantemente a perimetria dos segmentos acometidos, recorrendo à inspeção da cicatriz de forma acessória, com ênfase no registro de aspectos estéticos.","limitar a palpação às áreas sem enxerto, baseando a avaliação da cicatriz em registros fotográficos seriados e na percepção subjetiva de repuxamento relatada pelo paciente.",A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
74,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Durante a revisão de um artigo acadêmico em inglês, uma estudante deseja expressar a ideia de que a universidade decidiu adiar a publicação do relatório porque surgiram inconsistências nos dados. Ao reler o rascunho, ela identifica as expressões mais adequadas para manter a naturalidade e a precisão do texto: um phrasal verb para “adiar”, um collocation para “tomar uma decisão” e um idiom que não pode ser traduzido literalmente.","Considerando a situação apresentada, qual opção reúne, respectivamente, um phrasal verb, uma collocation e um idiom adequados ao contexto descrito?",,,,,,,put off / make a decision / hit the books,take off / do a decision / break the ice,look after / take an appointment / spill the beans,bring up / make an appointment / under the weather,run into / have a decision / once in a blue moon,A,[FE] conectar as alternativas ao conteúdo do item | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
78,Múltipla Escolha Simples,arte contemporanea,Analisar,"Um coletivo de artistas organiza uma exposição em que a principal peça consiste em um conjunto de instruções escritas em painéis nas paredes. Esses textos propõem ações simples aos visitantes, como deslocar cadeiras, reorganizar catálogos e anotar pensamentos em papéis fixados em uma área específica. Não há um objeto visualmente elaborado como foco central, e o espaço expositivo permanece em constante transformação, conforme as decisões de quem visita. O grupo afirma que a obra adquire sentido quando o público lê as instruções, decide como reagir a elas e registra mentalmente o processo que vivencia, ainda que nada permaneça materialmente ao final. O museu informa que a documentação posterior poderá incluir fotografias, relatos e registros escritos do procedimento, enfatizando que essa documentação se relaciona ao processo mais do que a um produto final estável.","Considerando a situação descrita, identifique a alternativa que apresenta uma conclusão adequada sobre a organização da relação entre ideia, execução e participação do público na obra.",,,,,,,"Eles deslocam o foco principal da obra para o conjunto de instruções e para o processo desencadeado por elas, atribuindo ao público a tarefa de completar o sentido da proposta no próprio ato de execução.","Eles concentram o interesse da obra na aparência final do espaço após as ações dos visitantes, tratando as instruções como um recurso secundário voltado à organização formal do ambiente.","Eles utilizam as instruções como justificativa para manter o público afastado das decisões sobre a obra, preservando no museu a responsabilidade pela definição de seu resultado final.","Eles orientam a participação do público para que se limite ao registro fotográfico do espaço, transformando a documentação em produto central e reduzindo a importância do processo vivenciado.","Eles estruturam a proposta para que o sentido da obra seja garantido pelo acervo material preservado ao término da exposição, reduzindo o impacto das ações temporárias realizadas pelos visitantes.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Analisar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
85,Múltipla Escolha Simples,metodologias do ensino de linguas estrangeiras,Avaliar,"Uma professora de língua estrangeira deseja integrar o podcast às aulas de turmas do nível intermediário, em um curso híbrido. Os estudantes possuem familiaridade com dispositivos móveis, mas ainda apresentam dificuldades em compreender fala espontânea de falantes diversos e em manter contato regular com a língua fora da aula presencial. A docente pretende que os alunos desenvolvam compreensão oral, ampliem o repertório lexical e se tornem mais autônomos ao lidar com materiais autênticos. Além disso, ela quer aproveitar o formato de áudio para que os estudantes também produzam conteúdos, de modo a estimular fluência e reflexão sobre a própria aprendizagem. Em reunião pedagógica, a coordenação solicita que a professora descreva concretamente como organizará a sequência didática envolvendo o uso de podcast, articulando momentos online e presenciais.","Considerando a situação descrita, identifique a alternativa que apresenta um uso do podcast coerente com os objetivos da professora e com uma proposta de aprendizagem ativa em curso híbrido.",,,,,,,"Organizar uma sequência em que os alunos, em casa, ouvem episódios curtos selecionados com diferentes sotaques, anotam expressões-chave em um portfólio digital, e, em encontros presenciais, discutem as anotações em grupos e produzem em duplas pequenos episódios autorais, gravados em áudio, que retomam o vocabulário trabalhado.","Criar uma rotina em que a professora reproduz em sala trechos de podcast de longa duração, pausa com frequência para traduzir frase a frase, solicita que os alunos copiem as traduções no caderno e, ao final, aplica um teste escrito de múltipla escolha sobre vocabulário.","Disponibilizar semanalmente um podcast escolhido pela coordenação, exigir que os alunos desenvolvam exclusivamente a transcrição integral do áudio em casa e, na aula presencial, recolher as transcrições para correção, sem abrir espaço para comentários ou trocas entre os estudantes.","Substituir as tarefas de casa por uma lista fixa de podcasts de notícias, pedir que todos escutem os mesmos episódios em silêncio durante a aula presencial, preenchendo individualmente lacunas em uma folha impressa, que será corrigida pela professora ao final.","Pedir que cada aluno grave um episódio em áudio no início do semestre, lendo um texto fornecido pela professora, e utilizar esse material de forma exclusiva para atribuir uma nota de pronúncia, sem retorno posterior nem vinculação a outras atividades ao longo do curso.",A,[FE] suavizar termos absolutos nos distratores | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
86,Múltipla Escolha Simples,educacao de jovens e adultos,Avaliar,"Em uma turma de Educação de Jovens e Adultos do segundo segmento do ensino fundamental, a professora organiza o planejamento didático a partir das experiências de trabalho, família e participação comunitária dos educandos. Ao discutir o ensino de Língua Portuguesa, Matemática, Ciências e Estudos Sociais, ela precisa decidir como articular os conteúdos da Base Nacional Comum e da Parte Diversificada, sem perder de vista os objetivos da etapa e as características do grupo. Considerando as orientações legais e pedagógicas para a EJA, a docente quer garantir que o ensino tenha sentido para os estudantes e contribua para sua permanência e aprendizagem.","Nesse contexto, qual encaminhamento pedagógico é o mais adequado para assegurar a coerência entre diversidade de conteúdos e objetivos formativos na EJA?",,,,,,,"Selecionar conteúdos da Base Nacional Comum e da Parte Diversificada de modo articulado, relacionando-os às experiências e necessidades dos educandos para orientar objetivos significativos de aprendizagem.","Priorizar apenas conteúdos da Base Nacional Comum, pois a Parte Diversificada deve ser eliminada para evitar dispersão e garantir uniformidade no currículo da EJA.","Definir os objetivos de ensino exclusivamente a partir dos interesses imediatos dos estudantes, sem relação necessária com conteúdos escolares sistematizados.","Organizar o currículo em disciplinas isoladas, com os mesmos objetivos e sequências didáticas usados no ensino regular, independentemente das especificidades da EJA.","Substituir os conteúdos curriculares por atividades aleatórias de convivência, já que na EJA não é necessário estabelecer objetivos de aprendizagem.",A,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
93,Múltipla Escolha Simples,geografia economica,Avaliar,"Em um debate sobre a evolução do capitalismo, uma professora apresenta três documentos históricos: o primeiro descreve a expansão marítima europeia, o monopólio colonial e o acúmulo de metais preciosos; o segundo destaca a mecanização da produção, a fábrica e a urbanização; o terceiro mostra a centralidade dos bancos, das bolsas de valores, do crédito e das grandes corporações transnacionais. A docente afirma que a Geografia Econômica permite interpretar essas etapas como diferentes formas de organização do espaço e da produção ao longo do tempo.","Considerando a relação entre os modos de acumulação e a organização espacial da economia, qual interpretação é mais adequada para caracterizar a passagem do capitalismo comercial ao industrial e deste ao financeiro?",,,,,,,"A passagem ocorreu pela substituição completa do comércio internacional pela produção artesanal, enquanto o capital financeiro permaneceu restrito ao pagamento de salários nas fábricas.","O capitalismo comercial organizou-se pela expansão mercantil e colonial; o industrial reorganizou a produção com máquinas e fábricas; e o financeiro ampliou a articulação entre capital bancário, industrial e especulação em escala global.","O capitalismo industrial antecedeu o comercial porque a fábrica surgiu antes das rotas marítimas, e o financeiro apenas substituiu o trabalho assalariado por escambo entre empresas.","O capitalismo financeiro eliminou a necessidade de produção material, tornando a circulação de mercadorias secundária e o espaço geográfico irrelevante para a economia mundial.","O capitalismo comercial, industrial e financeiro foram formas equivalentes de organização econômica, diferenciando-se apenas pelo tipo de moeda utilizado em cada período.",B,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado,3,3,0,0
98,Afirmação Incompleta,conexao sem barreiras em saude,Avaliar,"Em uma unidade de cuidados paliativos, um médico é chamado para conversar com o filho de uma paciente idosa em franca piora clínica. O familiar relata medo, tristeza e confusão sobre o quadro, enquanto a paciente permanece consciente e apreensiva ao lado do leito. A equipe já forneceu informações verbais sobre o prognóstico, porém o filho afirma que ""não consegue acreditar"" na gravidade do caso, dizendo que a mãe ""parece forte"". Durante a conversa, outros profissionais circulam pela enfermaria, há ruídos de equipamentos e o tempo para atendimento é limitado. O médico percebe que a forma como se posiciona fisicamente, o modo como olha para os dois e a maneira como maneja silêncios e pausas influenciam diretamente o entendimento do familiar e o sentimento de segurança da paciente naquele momento de piora clínica.","Em situação de piora clínica e intensa carga emocional, como a descrita, identifique a conduta profissional que melhor favorece um acolhimento humanizado por meio do uso da linguagem corporal consiste em",,,,,,,"sentar-se à altura do olhar da paciente e do familiar, manter postura aberta e estável, fazer pausas silenciosas intencionais enquanto escuta e sustentar contato visual acolhedor, ajustando o tom de voz ao ritmo emocional de ambos.","permanecer em pé ao lado da porta, com braços cruzados, falar de forma objetiva em tom firme e desviar o olhar para prontuários e monitores, para demonstrar domínio técnico e preservar certa distância profissional.","aproximar-se rapidamente do leito, tocar o ombro do familiar no início da conversa, manter contato visual intenso e contínuo e falar de modo acelerado, a fim de transmitir confiança e reduzir a ansiedade do momento.","posicionar-se atrás da cabeceira do leito, apoiar-se na grade da cama, olhar de forma alternada para a equipe que circula pelo setor e utilizar gestos amplos com as mãos enquanto explica o quadro clínico detalhadamente.","sentar-se de costas parcialmente voltadas para a paciente, dirigindo-se principalmente ao familiar, manter os braços apoiados sobre as pernas e evitar silêncios na conversa, preenchendo-os com explicações sucessivas.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
106,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Na análise da morfossintaxe do inglês, a noção de lexicogrammar articula forma lexical e organização gramatical, permitindo observar como escolhas de palavras e estruturas se relacionam na produção de sentido. Esse olhar é relevante para os conhecimentos linguísticos previstos na BNCC, ao considerar o uso da língua em diferentes práticas sociais.","Nessa perspectiva, a lexicogrammar pode ser compreendida como a articulação entre ...",,,,,,,léxico e gramática.,som e escrita.,fonema e morfema.,sintaxe e prosódia.,articulação e discurso.,A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
109,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Uma equipe de engenharia está estudando a distribuição de temperatura em uma placa metálica fina por meio de uma função escalar T(x,y), de classe C¹, definida em uma região aberta do plano. Em um ponto P₀ = (x₀, y₀), o engenheiro-chefe precisa orientar um sensor que se desloca sobre a placa para registrar a direção em que a temperatura aumenta mais intensamente a partir desse ponto. Para isso, são realizadas medições locais de variação de temperatura em trajetórias curtas que partem de P₀, em diferentes direções unitárias. Com base nessas medições, busca-se um procedimento que permita determinar, em termos operacionais, a direção associada à maior taxa de variação de T em P₀, de modo a relacionar essa escolha com conceitos de cálculo vetorial, como derivadas direcionais e vetor gradiente.","Considerando a situação descrita, identifique a alternativa que apresenta uma conduta do engenheiro-chefe compatível com o objetivo de orientar o sensor na direção de crescimento mais intenso da temperatura no ponto P₀.",,,,,,,"Realizar medições de variação de temperatura ao longo de pequenas trajetórias que partem de P₀ em diferentes direções unitárias, estimar a derivada direcional de T em cada direção e orientar o sensor naquela em que essa derivada direcional, em P₀, assume o valor máximo, alinhando assim o movimento com o vetor gradiente da função temperatura nesse ponto.","Configurar o sistema de controle para que o sensor percorra, a partir de P₀, diversas trajetórias fechadas em sua vizinhança, comparar as variações médias de temperatura ao longo desses percursos e escolher como direção inicial aquela associada à maior dessas médias ao longo das curvas fechadas.","Fixar previamente uma direção de deslocamento para o sensor em P₀ e atuar apenas sobre o módulo da velocidade, aumentando-o gradualmente até que a variação observada na leitura de temperatura alcance o limite máximo de operação estipulado para os dispositivos de segurança do laboratório.","Programar o deslocamento do sensor de forma que, a partir de P₀, ele se mova ao longo de uma curva em que a leitura de temperatura permaneça constante, utilizando essa configuração para reduzir oscilações nas medições e facilitar o controle sobre a trajetória do equipamento durante o experimento.","Determinar experimentalmente uma direção a partir de P₀ na qual a temperatura apresente decréscimo, orientar o sensor a seguir essa direção em um primeiro momento e, em seguida, inverter o sentido do movimento, assumindo que o caminho de retorno representa automaticamente a direção de aumento de temperatura mais intenso na vizinhança de P₀.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
117,Múltipla Escolha Simples,educacao de jovens e adultos,Avaliar,"Em uma turma de Educação de Jovens e Adultos, a professora planeja iniciar o trabalho com leitura e escrita a partir de relatos de vida dos estudantes. No grupo, há pessoas que interromperam os estudos na infância para trabalhar, jovens com histórico de reprovações sucessivas, trabalhadoras que estudam à noite após longas jornadas e idosos que retornaram à escola para participar mais ativamente da vida comunitária. A docente precisa decidir quais encaminhamentos pedagógicos são mais adequados para essa turma.","Considerando as características e necessidades do público da EJA, qual encaminhamento pedagógico é mais adequado para essa turma?",,,,,,,"Organizar atividades que partam das experiências dos estudantes, valorizem seus saberes prévios e proponham percursos flexíveis de aprendizagem.","Aplicar o mesmo currículo, no mesmo ritmo e com as mesmas tarefas da educação regular, para garantir igualdade de exigência.","Separar os estudantes por faixa etária e oferecer conteúdos padronizados, desconsiderando suas trajetórias escolares e condições de vida.","Priorizar exclusivamente a preparação para exames, reduzindo o trabalho pedagógico à memorização de conteúdos descontextualizados.","Substituir a mediação docente por aulas totalmente automatizadas, já que a diversidade da turma impede qualquer planejamento pedagógico comum.",A,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
118,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Em inglês, a organização da frase depende da distinção entre noun phrase, adjective placement e adverbial modifiers, especialmente quando se observa a posição de adverbs of manner e adverbs of time em relação ao verbo e ao complemento da oração.","A respeito da ordem canônica dos elementos em uma oração simples do inglês, um adverb of manner, em geral, ocorre ...",,,,,,,"antes do sujeito, para modificar diretamente o noun phrase principal.","entre o sujeito e o verbo lexical, sem possibilidade de deslocamento.","após o verbo principal ou após o objeto, enquanto um adverb of time tende a ocupar posição inicial ou final na oração.","somente no interior da noun phrase, imediatamente antes do substantivo que modifica.","apenas após o adjetivo, porque sua função é intensificar adjective phrases.",C,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] suavizar termos absolutos nos distratores | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo,4,4,0,0
122,Afirmação Incompleta,quimica organica,Analisar,"Um estudante analisa quatro alcenos dissubstituídos, obtidos a partir de diferentes haletos de alquila por reação de eliminação. Em todos os casos, a ligação dupla $C=C$ apresenta substituintes distintos em cada carbono, permitindo a distinção de estereoisômeros espaciais. Em um dos compostos, o estudante identifica nos dois carbonos da dupla um grupo etil e um átomo de bromo em um dos carbonos e, no outro, um grupo metil e um átomo de cloro. Para atribuir a configuração adequada, ele consulta as massas atômicas e reconhece que, em cada carbono da dupla, há substituintes com números atômicos diferentes, exigindo a comparação sistemática de prioridades. Ainda assim, o estudante se confunde ao tentar relacionar a posição relativa dos substituintes de maior prioridade com a nomenclatura apropriada do estereoisômero observado.","No cenário descrito, para que o estudante atribua corretamente a configuração E ou Z ao alceno analisado, ele deve",,,,,,,"diferenciar os substituintes em cada carbono da dupla atribuindo prioridades pelo número atômico, identificar em cada carbono aquele de maior prioridade e comparar suas posições relativas, nomeando o alceno como Z quando esses substituintes de maior prioridade estiverem do mesmo lado do plano da ligação dupla.","diferenciar os substituintes em cada carbono da dupla pela quantidade de átomos de hidrogênio ligados, selecionar em cada carbono o grupo com menor número atômico e comparar suas posições relativas, nomeando o alceno como E quando esses substituintes de menor prioridade estiverem do mesmo lado do plano da ligação dupla.","diferenciar os substituintes em cada carbono da dupla atribuindo prioridades pelo número atômico, identificar em cada carbono aquele de maior prioridade e comparar suas posições relativas, nomeando o alceno como Z quando esses substituintes de maior prioridade estiverem em lados opostos do plano da ligação dupla.","diferenciar os substituintes em cada carbono da dupla pela massa molar do grupo inteiro, identificar em cada carbono aquele de maior massa e comparar suas posições relativas, nomeando o alceno como E quando esses substituintes de maior massa estiverem do mesmo lado do plano da ligação dupla.","diferenciar os substituintes em cada carbono da dupla pela presença de ligações simples ou múltiplas, selecionar em cada carbono o substituinte com maior número de ligações simples e comparar suas posições relativas, nomeando o alceno como E quando esses substituintes estiverem do mesmo lado do plano da ligação dupla.",A,[FE] diferenciar gabarito do distrator equivalente | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
123,Afirmação Incompleta,arte contemporanea,Avaliar,"Uma curadora de arte contemporânea foi convidada a organizar uma mostra dedicada à produção conceitual da segunda metade do século XX. Entre as obras selecionadas, há trabalhos compostos por instruções escritas, registros fotográficos de ações efêmeras e intervenções discretas no espaço expositivo, cujos vestígios materiais são mínimos. O conselho do museu, preocupado com a recepção do público, pressiona a curadora para que a exposição apresente objetos visualmente impactantes e facilmente identificáveis como ""obras acabadas"", evitando peças que pareçam incompletas ou dependentes da interpretação do visitante. A curadora reconhece, porém, que a compreensão dessa vertente exige uma postura ativa do observador, que constrói sentido ao se confrontar com o deslocamento entre ideia, processo e produto final, e precisa decidir como sua proposta curatorial irá lidar com essa tensão entre expectativa objetual e centralidade do conceito.","Diante da tensão entre as exigências do conselho do museu e a especificidade da produção conceitual, a proposta curatorial mais coerente com a ênfase na sobreposição da ideia ao produto final consiste em",,,,,,,"priorizar trabalhos em que a formulação da ideia e o engajamento crítico do visitante ocorram mesmo quando a materialidade da obra assuma configurações mínimas ou não convencionais, preservando a centralidade do conceito.","substituir obras baseadas em instruções e ações efêmeras por objetos tridimensionais de forte apelo visual que possam ser apreciados independentemente da participação do público, aproximando a mostra de um modelo objetual tradicional.","reorganizar o percurso expositivo para que as obras mais facilmente reconhecíveis como produtos finais ocupem o espaço central e as propostas processuais sejam deslocadas para áreas secundárias, relativizando a importância do conceito.","incluir na mostra trabalhos que possuam suporte físico durável e estável, reduzindo a presença de registros e vestígios de processos artísticos, alinhando a exposição à expectativa de permanência material das obras.","selecionar preferencialmente obras cujo impacto dependa da sofisticação técnica e do acabamento formal, reduzindo a ênfase em peças que convoquem o visitante a tomar decisões interpretativas e a problematizar o estatuto da arte.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
131,Múltipla Escolha Simples,microbiologia e imunologia,Avaliar,"Uma equipe de Microbiologia acompanha um surto de infecção respiratória viral em uma unidade de clínica médica. Alguns pacientes apresentam febre alta, mialgia intensa, mal-estar e queda do estado geral, embora exames laboratoriais mostrem carga viral em declínio após o início da resposta imune. Em uma visita multiprofissional, o médico responsável sugere intensificar a prescrição de anti-inflamatórios para pacientes febris, argumentando que a redução rápida da temperatura facilitaria a recuperação. A biomédica do setor, com experiência em virologia e imunologia, pondera que a destruição de células infectadas por linfócitos e a liberação consequente de enzimas, citocinas e outros mediadores estão intimamente relacionadas aos sintomas observados, os quais podem contribuir para o controle da infecção viral em andamento.","Considerando a relação entre resposta imune antiviral, dano celular e sintomas sistêmicos, identifique a alternativa que apresenta a conduta mais adequada que a biomédica deve defender diante da proposta do médico.",,,,,,,"Argumentar que a febre e o mal-estar fazem parte da resposta de controle da infecção, recomendar uso criterioso de antitérmicos em situações de risco ou desconforto intenso e propor monitoramento próximo dos sinais clínicos.","Reconhecer a relevância da resposta imune e sugerir anti-inflamatórios em pacientes com febre mais elevada ou comorbidades, buscando alívio sintomático, mas sem recomendar fármacos que reduzam de forma ampla a ativação de linfócitos.","Recomendar prioridade ao uso de analgésicos leves para controle da dor, reservando a redução da febre para situações em que a intensidade dos sintomas comprometa o estado geral ou a adesão ao tratamento.","Orientar a redução gradual de fármacos que interfiram na inflamação e na febre em pacientes estáveis, mantendo margem para intervenção sintomática em casos de piora clínica ou risco de descompensação.","Sugerir corticosteroides em dose moderada como primeira opção para alívio sintomático em pacientes com febre e mialgia, com o objetivo principal de reduzir a produção de citocinas ligadas à resposta antiviral.",A,[FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
132,Afirmação Incompleta,geografia economica,Avaliar,"A consolidação da Geografia econômica como sub-ramo da Geografia resultou de debates sobre como atividades produtivas, circulação, localização e organização do espaço se articulam com a dinâmica do capital e dos territórios. No caso brasileiro, diferentes autores contribuíram para esse campo ao relacionar industrialização, regionalização e planejamento do espaço.","Considerando a evolução da Geografia econômica, uma formulação historicamente mais adequada para sua consolidação é a de que ela se constituiu como estudo da ...",,,,,,,distribuição espacial das atividades econômicas e de suas relações com a organização do espaço geográfico.,variação temporal dos preços e da inflação como fenômenos explicados apenas por modelos matemáticos abstratos.,"descrição das paisagens naturais sem conexão com a produção, a circulação e o consumo.","análise exclusiva do comércio internacional, desconsiderando a produção e a localização industrial.","quantificação dos recursos naturais, independentemente das relações sociais e territoriais que os produzem e distribuem.",A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
141,Múltipla Escolha Simples,geometria espacial,Avaliar,"Em uma maquete de uma praça, três pontos distintos $A$, $B$ e $C$ representam três postes não alinhados. Um estudante deseja apoiar uma placa rígida de modo que ela fique totalmente determinada por esses três postes, sem poder “girar” livremente ao redor deles. Ao analisar o modelo, ele afirma que uma única superfície plana é fixada por esses três pontos.","Considerando os postulados da Geometria Espacial, qual justificativa melhor avalia a afirmação do estudante?",,,,,,,"A afirmação é correta, pois três pontos não colineares determinam um único plano, garantindo a rigidez da placa.","A afirmação é incorreta, pois somente dois pontos determinam um plano, sendo o terceiro ponto apenas conferência da posição.","A afirmação é incorreta, pois três pontos sempre determinam apenas uma reta, e não um plano.","A afirmação é correta, mas apenas se os três pontos forem colineares, pois isso evita ambiguidade geométrica.","A afirmação é incorreta, pois um plano só pode ser determinado por quatro pontos distintos no espaço.",A,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
151,Afirmação Incompleta,calculo diferencial e integral iii,Criar,"Em problemas de engenharia e de geometria analítica, a descrição local de uma superfície em um ponto pode ser feita por meio de um plano tangente, obtido a partir de derivadas parciais de uma função de duas variáveis.","Se z=f(x,y) é diferenciável em um ponto (a,b), então o plano tangente ao gráfico de f nesse ponto é dado por ...",,,,,,,"z-f(a,b)=f_x(a,b)(x-a)+f_y(a,b)(y-b).","z+f(a,b)=f_x(a,b)(x-a)+f_y(a,b)(y-b).","z-f(a,b)=f_x(a,b)(y-b)+f_y(a,b)(x-a).","z=f(a,b)+f_x(a,b)(x-a)^2+f_y(a,b)(y-b)^2.","z-f(a,b)=f_x(a,b)(x+a)+f_y(a,b)(y+b).",A,[FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),2,1,0,1
